SBD,Toan,Van,Anh,Ly,Hoa,Sinh
52010801,5.00,5.50,1.80,None,None,None
52010802,6.40,6.25,4.00,None,None,None
52010803,8.00,7.75,8.40,6.50,8.50,5.00
52010804,6.80,7.25,7.40,None,None,None
52010805,4.60,5.67,4.40,None,None,None
52010806,6.80,5.50,4.00,None,None,None
52010807,6.40,6.50,4.80,None,None,None
52010808,7.80,7.75,6.00,6.00,6.25,3.50
52010809,5.20,3.25,3.40,None,None,None
52010810,7.20,6.50,5.40,None,None,None
52010811,6.20,5.75,3.00,None,None,None
52010812,4.40,5.25,3.00,None,None,None
52010813,8.00,6.75,5.20,None,None,None
52010814,7.80,6.75,5.60,8.00,8.50,5.25
52010815,3.00,5.75,4.40,None,None,None
52010816,8.20,6.50,8.60,None,None,None
52010817,4.80,5.75,3.60,None,None,None
52010818,5.80,5.25,4.80,None,None,None
52010819,7.80,7.25,7.20,None,None,None
52010820,8.40,7.25,5.80,None,None,None
52010821,8.00,6.00,4.00,6.50,7.25,3.00
52010822,7.20,6.25,7.00,None,None,None
52010823,6.20,6.00,4.60,None,None,None
52010824,6.80,5.00,3.80,5.50,5.25,4.00
52010825,5.40,4.75,6.40,None,None,None
52010826,5.60,5.75,5.20,6.75,5.00,3.75
52010827,7.60,6.25,4.00,None,None,None
52010828,7.80,6.50,5.00,6.00,6.75,3.75
52010829,7.80,8.25,8.20,None,None,None
52010830,5.00,6.25,3.80,None,None,None
52010831,8.20,6.50,4.00,7.75,8.00,6.25
52010832,8.60,3.50,4.20,8.50,8.25,4.50
52010833,6.80,6.75,7.00,7.00,4.50,4.00
52010834,7.60,6.00,4.00,4.75,4.25,4.75
52010835,4.40,5.25,6.00,None,None,None
52010836,4.60,5.75,7.80,None,None,None
52010837,8.60,5.75,7.80,7.75,5.50,5.50
52010838,6.20,5.00,2.80,None,None,None
52010839,6.20,5.50,3.60,6.25,7.25,4.00
52010840,5.60,8.50,5.20,None,None,None
52010841,7.40,6.00,4.80,5.75,5.00,3.50
52010842,8.00,8.25,7.60,None,None,None
52010843,8.00,9.25,8.00,None,None,None
52010844,7.80,7.50,6.20,3.50,4.00,4.75
52010845,4.80,4.75,3.00,None,None,None
52010846,8.20,7.75,5.00,None,None,None
52010847,6.20,7.00,3.80,6.25,5.00,3.25
52010848,7.20,5.00,3.60,6.25,6.25,4.25
52010849,7.00,6.00,7.00,5.00,6.75,3.25
52010850,7.80,5.75,2.00,None,None,None
52010851,7.60,5.00,5.80,7.25,5.75,3.50
52010852,7.20,5.25,5.60,7.00,4.75,4.25
52010853,7.40,6.75,4.20,None,None,None
52010854,6.40,6.75,2.60,7.75,4.75,2.00
52010855,5.60,6.50,3.40,None,None,None
52010856,5.40,6.00,3.60,None,None,None
52010857,8.00,6.25,4.80,5.75,4.50,2.25
52010858,3.80,7.25,4.60,None,None,None
52010859,6.00,5.75,2.80,None,None,None
52010860,7.00,4.75,4.40,5.50,6.50,3.00
52010861,6.00,4.75,5.40,6.00,5.75,4.75
52010862,6.80,6.00,7.20,7.25,7.50,4.75
52010863,8.00,7.25,5.60,6.25,7.50,4.50
52010864,7.40,6.25,3.40,4.50,4.25,3.25
52010865,8.40,7.50,5.80,5.75,7.75,6.25
52010866,7.20,5.00,5.40,None,None,None
52010867,5.60,5.50,5.20,5.00,5.50,3.75
52010868,8.00,4.75,4.40,6.75,5.75,5.75
52010869,5.20,6.00,4.80,5.25,7.75,4.00
52010870,8.00,6.75,2.80,4.00,8.00,5.50
52010871,3.80,4.50,4.40,None,None,None
52010872,5.20,6.00,4.80,4.75,4.75,3.25
52010873,5.60,5.00,3.80,None,None,None
52010874,7.00,5.25,4.80,None,None,None
52010875,4.40,5.83,5.40,None,None,None
52010876,7.80,7.00,6.00,6.50,6.00,3.75
52010877,5.20,7.00,2.20,3.75,5.50,3.50
52010878,6.80,4.75,3.20,5.00,7.00,2.75
52010879,8.40,7.00,7.60,7.00,8.25,7.75
52010880,6.80,4.75,5.20,4.50,6.50,3.25
52010881,3.20,5.00,3.80,None,None,None
52010882,3.80,4.75,3.80,None,None,None
52010883,6.60,6.00,5.60,5.50,5.75,5.00
52010884,5.00,4.25,3.00,None,None,None
52010885,3.60,2.50,2.40,None,None,None
52010886,5.40,4.75,2.80,None,None,None
52010887,8.20,6.50,3.60,6.00,8.50,3.75
52010888,6.80,5.75,5.40,6.00,4.75,3.50
52010889,6.60,5.00,3.80,None,None,None
52010890,7.20,6.00,4.40,None,None,None
52010891,6.60,5.50,7.00,None,None,None
52010892,7.40,5.75,3.20,6.00,5.00,3.25
52010893,7.00,5.75,4.00,4.50,6.50,3.50
52010894,7.20,4.25,3.80,4.50,6.75,4.00
52010895,7.80,4.75,7.00,5.25,4.75,5.25
52010896,8.60,6.75,7.20,7.75,5.00,3.25
52010897,4.60,4.50,4.20,None,None,None
52010898,7.20,6.00,4.20,6.75,7.25,6.25
52010899,8.40,5.50,4.80,6.50,5.75,4.50
52010900,8.60,8.00,7.60,5.25,8.50,4.50
52010901,7.80,8.00,5.00,6.00,6.75,3.00
52010902,2.80,5.50,2.60,None,None,None
52010903,7.20,6.50,5.40,None,None,None
52010904,6.60,6.50,6.60,5.75,6.75,4.25
52010905,8.40,8.00,8.60,8.75,8.00,4.25
52010906,6.80,7.50,6.60,5.50,6.75,4.25
52010907,7.40,6.50,2.80,None,None,None
52010908,6.80,7.50,4.40,None,None,None
52010909,8.00,5.50,3.40,6.75,4.75,3.25
52010910,3.00,5.00,3.20,None,None,None
52010911,4.20,6.00,4.80,None,None,None
52010912,3.80,4.25,4.00,None,None,None
52010913,5.60,5.75,3.00,None,None,None
52010914,7.00,4.75,3.40,6.25,5.75,3.50
52010915,8.20,7.25,7.40,7.00,5.75,4.00
52010916,4.40,5.00,3.40,None,None,None
52010917,6.80,6.50,2.80,None,None,None
52010918,7.00,6.00,2.60,None,None,None
52010919,6.20,6.00,4.20,None,None,None
52010920,7.40,5.50,4.40,None,None,None
52010921,4.40,5.00,4.20,None,None,None
52010922,6.20,7.25,4.60,6.25,5.25,3.00
52010923,5.60,6.50,4.20,None,None,None
52010924,6.60,6.75,5.60,None,None,None
52010925,7.40,5.75,4.20,6.25,7.75,5.75
52010926,7.00,4.25,4.00,5.75,6.00,3.25
52010927,6.20,5.00,2.20,4.50,3.75,3.25
52010928,8.60,6.00,6.60,6.25,4.50,4.75
52010929,6.00,5.75,2.20,3.25,5.25,3.00
52010930,6.40,3.25,2.40,3.75,4.50,3.25
52010931,7.40,6.50,6.20,5.75,5.00,4.75
52010932,7.40,6.33,4.20,6.75,7.25,5.25
52010933,6.80,5.50,6.20,None,None,None
52010934,4.80,4.75,2.60,None,None,None
52010935,8.00,6.50,4.60,7.00,8.00,6.25
52010936,6.20,4.50,4.40,5.00,6.50,2.75
52010937,6.20,5.25,3.60,None,None,None
52010938,7.20,3.50,4.20,6.50,5.75,4.00
52010939,4.60,4.00,6.40,None,None,None
52010940,6.80,6.00,3.00,None,None,None
52010941,2.80,6.25,2.40,None,None,None
52010942,7.40,5.50,5.40,None,None,None
52010943,7.40,6.75,5.40,8.00,8.25,5.25
52010944,7.00,7.00,4.00,5.25,7.50,5.00
52010945,3.60,6.00,4.40,None,None,None
52010946,7.60,8.50,7.00,7.25,7.75,5.25
52010947,7.00,5.83,7.40,None,None,None
52010948,8.20,5.75,4.40,5.00,6.25,4.25
52010949,6.40,7.00,6.00,None,None,None
52010950,6.40,6.75,4.80,None,None,None
52010951,8.00,6.75,7.40,None,None,None
52010952,8.00,7.00,5.20,6.00,8.00,5.25
52010953,8.20,6.25,5.60,8.75,7.50,5.00
52010954,8.00,7.75,8.20,7.00,7.50,6.25
52010955,7.20,7.00,5.40,5.25,7.00,4.25
52010956,6.60,6.25,5.60,None,None,None
52010957,4.40,5.00,6.40,None,None,None
52010958,5.80,4.50,3.60,None,None,None
52010959,6.00,5.50,4.00,None,None,None
52010960,7.60,7.25,2.40,None,None,None
52010961,4.80,7.50,6.60,None,None,None
52010962,8.20,8.25,6.60,6.50,6.00,4.25
52010963,6.20,5.25,2.80,None,None,None
52010964,8.00,7.00,5.60,5.75,7.00,4.00
52010965,6.20,4.50,3.60,None,None,None
52010966,8.40,6.00,7.00,7.00,7.50,6.00
52010967,7.60,6.25,3.20,None,None,None
52010968,5.60,6.00,4.40,None,None,None
52010969,6.00,6.25,None,None,None,None
52010970,7.00,5.25,5.00,None,None,None
52010971,8.40,6.75,6.00,6.25,8.00,4.75
52010972,7.00,5.00,9.20,7.50,5.00,4.75
52010973,None,None,None,None,None,None
52010974,8.20,5.07,8.40,8.00,8.75,3.25
52010975,6.40,6.50,8.60,5.00,5.50,2.25
52010976,7.80,5.00,7.00,6.25,4.75,4.00
52010977,4.80,4.50,3.40,4.50,2.75,4.75
52010978,7.60,7.50,6.00,6.25,6.50,3.25
52010979,6.60,4.00,2.00,5.75,2.00,2.75
52010980,8.60,7.75,9.20,None,None,None
52010981,8.00,6.50,7.80,7.75,4.50,3.50
52010982,7.40,7.75,9.00,None,None,None
52010983,8.20,5.25,6.60,8.50,8.00,3.75
52010984,7.20,6.75,4.00,None,None,None
52010985,7.20,7.75,7.00,None,None,None
52010986,7.00,7.25,8.80,None,None,None
52010987,8.40,8.25,9.40,8.25,7.00,4.75
52010988,4.60,4.75,None,None,None,None
52010989,7.20,8.25,7.60,None,None,None
52010990,3.60,5.25,4.00,None,None,None
52010991,6.60,4.75,None,None,None,None
52010992,8.00,6.83,8.20,9.00,4.75,5.00
52010993,6.60,8.00,3.40,4.50,5.25,3.50
52010994,8.40,8.50,8.60,None,None,None
52010995,3.60,4.50,None,None,None,None
52010996,8.80,6.50,8.00,6.25,5.50,3.75
52010997,6.60,5.75,6.40,None,None,None
52010998,8.20,5.50,8.60,8.00,5.25,5.00
52010999,4.00,5.75,2.60,None,None,None
52011000,7.60,5.50,7.80,7.25,8.25,4.50
52011001,5.00,3.50,None,None,None,None
52011002,7.80,4.75,7.60,None,None,None
52011003,5.80,4.00,5.20,4.50,4.75,3.50
52011004,6.80,7.50,4.40,6.50,7.25,3.50
52011005,7.80,6.25,6.40,7.25,6.75,5.25
52011006,8.00,7.00,8.60,None,None,None
52011007,4.40,7.25,5.40,None,None,None
52011008,8.60,8.50,9.00,None,None,None
52011009,3.00,4.00,None,None,None,None
52011010,7.00,6.50,5.40,5.75,6.00,3.50
52011011,8.00,7.25,8.60,None,None,None
52011012,7.60,6.25,6.80,7.50,4.75,3.75
52011013,6.80,6.00,5.80,None,None,None
52011014,6.20,4.00,4.20,6.25,7.50,2.75
52011015,7.00,4.70,6.00,6.25,5.50,2.50
52011016,7.60,5.00,5.40,5.00,7.25,5.50
52011017,5.40,4.25,4.00,4.75,5.50,2.75
52011018,7.20,5.50,6.00,9.00,5.00,5.50
52011019,8.20,7.00,5.20,7.50,8.50,3.25
52011020,8.00,4.50,7.40,7.50,5.75,5.75
52011021,4.60,4.00,None,None,None,None
52011022,7.20,5.50,4.60,6.50,7.00,2.75
52011023,None,6.75,None,None,None,None
52011024,4.00,4.00,None,None,None,None
52011025,4.40,7.00,4.20,4.25,2.00,2.50
52011026,3.80,7.00,3.80,2.75,4.00,3.50
52011027,7.20,6.75,4.80,7.25,6.00,3.00
52011028,4.40,3.25,None,None,None,None
52011029,8.60,6.75,8.80,8.75,6.00,6.50
52011030,4.20,5.50,None,None,None,None
52011031,7.80,8.50,7.80,None,None,None
52011032,7.20,6.75,6.00,6.00,3.75,4.00
52011033,7.60,6.75,5.20,7.00,7.50,4.25
52011034,7.20,5.75,6.00,4.00,6.00,3.50
52011035,7.80,6.75,5.80,8.50,7.75,4.00
52011036,6.40,6.00,8.00,None,None,None
52011037,4.60,5.75,4.80,5.00,5.50,5.25
52011038,8.00,6.00,3.80,7.00,7.25,4.75
52011039,6.00,3.00,None,4.25,6.50,4.25
52011040,4.40,7.75,5.00,5.00,5.25,4.00
52011041,7.00,5.75,6.20,5.50,3.50,4.00
52011042,3.20,3.50,None,None,None,None
52011043,7.20,5.75,7.80,7.00,6.00,4.50
52011044,7.60,4.50,6.80,6.00,8.50,7.50
52011045,4.00,3.75,3.20,1.75,3.50,4.00
52011046,7.00,7.00,7.20,7.25,3.75,2.75
52011047,8.20,6.25,8.00,7.50,6.25,5.25
52011048,7.60,7.00,6.00,None,None,None
52011049,5.80,None,None,4.00,6.25,None
52011050,5.60,6.75,6.40,None,None,None
52011051,5.20,5.50,None,None,None,None
52011052,7.40,6.25,7.80,7.25,4.00,3.25
52011053,7.80,6.50,8.20,5.75,8.00,4.75
52011054,6.60,5.50,2.00,3.75,4.50,2.25
52011055,8.80,5.75,7.60,8.50,7.75,3.75
52011056,8.20,7.00,8.40,7.50,7.00,7.00
52011057,4.20,5.50,None,None,None,None
52011058,7.60,5.50,2.60,6.25,7.75,2.75
52011059,8.00,5.00,8.20,6.50,6.50,7.00
52011060,4.80,5.00,3.40,None,None,None
52011061,5.60,5.75,3.00,4.75,4.00,4.25
52011062,7.60,7.25,5.20,7.25,6.25,3.50
52011063,7.60,3.75,7.20,5.00,5.25,3.00
52011064,7.40,7.75,7.80,7.50,5.25,4.00
52011065,6.40,7.25,5.40,None,None,None
52011066,8.40,8.00,6.20,6.25,5.00,4.50
52011067,6.80,5.25,5.80,4.50,2.75,2.75
52011068,7.80,6.50,5.00,7.25,7.00,4.75
52011069,8.20,5.50,7.60,5.50,8.50,7.00
52011070,8.00,6.50,6.80,7.25,5.25,3.50
52011071,6.60,7.00,7.60,None,None,None
52011072,4.80,4.75,None,None,None,None
52011073,7.60,7.00,5.00,6.75,6.75,3.75
52011074,7.80,6.25,8.60,8.25,9.00,5.25
52011075,7.20,8.00,4.60,None,None,None
52011076,4.60,6.25,3.20,4.50,3.75,3.50
52011077,8.40,6.50,7.40,8.00,6.50,4.75
52011078,8.40,6.75,7.40,7.75,5.00,3.50
52011079,6.80,7.50,6.60,None,None,None
52011080,8.00,6.75,4.80,9.25,7.75,5.00
52011081,8.80,7.50,9.20,None,None,None
52011082,7.60,7.50,7.00,None,None,None
52011083,5.40,5.00,None,None,None,None
52011084,8.80,7.25,9.40,8.50,5.25,6.00
52011085,7.40,6.75,7.80,7.50,6.25,5.00
52011086,4.00,4.25,None,None,None,None
52011087,8.00,6.75,8.40,8.00,5.75,3.75
52011088,7.40,8.25,7.80,6.00,4.25,4.00
52011089,8.60,5.75,8.20,6.25,8.25,7.50
52011090,7.60,5.50,7.40,7.75,4.25,5.25
52011091,8.20,7.00,6.40,7.75,7.75,4.00
52011092,4.40,5.75,None,None,None,None
52011093,4.60,6.50,5.00,None,None,None
52011094,8.40,8.75,8.20,None,None,None
52011095,6.60,4.75,None,None,None,None
52011096,8.40,3.75,6.80,4.50,7.50,3.75
52011097,5.80,5.00,3.40,4.75,4.00,3.50
52011098,None,4.00,None,None,None,None
52011099,3.40,3.75,None,None,None,None
52011100,7.20,6.00,4.20,4.75,4.25,2.50
52011101,7.60,5.00,4.80,7.25,5.25,3.75
52011102,7.00,4.75,4.60,4.00,4.75,5.00
52011103,2.80,2.50,3.60,2.75,4.50,4.25
52011104,5.40,5.00,None,None,None,None
52011105,3.60,6.00,6.80,3.50,3.25,3.25
52011106,8.00,5.75,7.00,8.00,7.75,4.00
52011107,8.00,6.50,5.40,7.50,7.25,3.75
52011108,8.00,5.50,5.60,8.75,8.00,4.75
52011109,3.00,5.75,None,None,None,None
52011110,8.20,6.00,9.00,None,None,None
52011111,7.40,None,None,7.25,6.75,None
52011112,5.20,5.75,4.00,3.75,2.50,3.25
52011113,7.60,5.25,7.60,4.75,5.00,3.50
52011114,8.80,6.75,6.60,8.00,8.00,5.25
52011115,8.60,7.00,8.60,8.00,6.50,4.00
52011116,6.80,6.25,4.20,5.25,6.50,5.00
52011117,3.20,2.75,None,None,None,None
52011118,7.80,6.75,7.00,6.50,5.00,3.75
52011119,8.00,4.25,9.00,8.25,4.50,4.00
52011120,5.00,8.50,6.20,None,None,None
52011121,7.60,6.50,9.00,None,None,None
52011122,5.20,3.75,None,None,None,None
52011123,9.20,6.25,9.20,7.50,6.50,4.50
52011124,8.20,6.50,6.40,6.50,8.25,4.50
52011125,8.00,None,None,5.50,7.75,3.00
52011126,7.60,5.00,8.00,6.50,4.00,2.50
52011127,5.80,6.25,6.80,5.25,2.75,3.75
52011128,6.60,3.75,4.40,4.25,3.25,3.50
52011129,8.00,5.50,4.80,7.25,7.50,2.25
52011130,8.20,6.25,7.40,7.00,6.50,4.75
52011131,7.80,6.50,8.00,7.75,9.50,4.75
52011132,6.60,5.50,None,7.25,6.75,5.50
52011133,5.40,5.75,5.80,4.75,2.50,3.00
52011134,3.60,1.75,None,None,None,None
52011135,8.00,6.50,5.40,None,None,None
52011136,4.00,4.50,None,None,None,None
52011137,7.60,6.50,9.20,5.75,4.50,3.75
52011138,7.40,7.00,6.60,7.00,7.25,4.25
52011139,7.60,6.75,7.40,6.75,4.50,4.25
52011140,7.00,5.50,5.00,4.00,5.00,3.50
52011141,9.00,6.00,7.00,7.75,7.75,1.75
52011142,7.00,5.75,6.20,7.00,6.25,2.50
52011143,8.00,5.75,3.80,8.00,6.75,4.00
52011144,5.80,5.00,None,2.50,3.50,3.75
52011145,None,4.00,None,None,None,None
52011146,7.00,4.25,None,None,None,None
52011147,8.40,None,None,8.25,7.75,None
52011148,7.80,6.50,9.20,7.00,4.25,4.25
52011149,6.80,5.00,None,6.00,6.00,3.75
52011150,4.00,5.50,4.00,None,None,None
52011151,6.60,5.75,3.00,7.00,2.50,2.75
52011152,5.20,4.50,None,None,None,None
52011153,6.40,6.50,7.80,6.25,3.75,2.75
52011154,8.20,8.25,8.80,None,None,None
52011155,6.20,6.00,4.20,None,None,None
52011156,5.00,8.25,4.60,None,None,None
52011157,7.80,7.50,6.60,None,None,None
52011158,5.20,6.00,2.40,5.00,4.25,3.50
52011159,6.20,5.75,6.40,4.00,3.75,3.00
52011160,3.80,3.50,None,None,None,None
52011161,7.20,4.50,4.00,5.25,4.50,4.25
52011162,7.00,None,None,6.25,5.00,None
52011163,7.20,4.50,8.40,6.50,4.25,4.00
52011164,8.00,6.50,6.00,8.75,8.50,3.75
52011165,None,None,None,None,None,None
52011166,None,7.00,None,None,None,None
52011167,6.20,6.00,7.60,4.00,5.25,3.25
52011168,8.20,6.50,8.00,8.00,9.75,8.75
52011169,7.40,7.25,7.40,8.00,7.50,6.75
52011170,8.00,6.25,7.00,6.75,4.50,4.50
52011171,8.20,5.50,7.80,7.25,8.00,4.25
52011172,7.60,5.00,8.40,7.75,7.00,6.50
52011173,4.20,5.75,None,None,None,None
52011174,7.40,6.25,9.80,None,None,None
52011175,7.40,6.00,7.00,6.00,7.75,6.75
52011176,7.80,6.00,9.00,5.50,5.50,3.50
52011177,8.00,5.25,5.00,7.25,8.75,4.25
52011178,7.60,6.25,6.20,6.75,5.75,2.50
52011179,7.60,6.75,6.60,7.25,6.00,4.75
52011180,6.00,4.00,4.60,7.25,5.00,2.50
52011181,6.60,5.75,6.40,6.25,6.75,4.25
52011182,7.60,7.50,2.20,None,None,None
52011183,8.00,7.50,9.00,None,None,None
52011184,8.40,8.50,7.60,6.75,7.25,5.00
52011185,8.40,7.50,6.60,7.50,8.25,4.75
52011186,5.80,5.50,7.20,5.25,5.25,5.00
52011187,8.00,6.25,7.80,7.50,7.50,3.75
52011188,4.60,3.75,None,None,None,None
52011189,7.00,7.00,8.40,None,None,None
52011190,6.40,5.50,5.80,6.50,4.00,3.75
52011191,4.40,2.50,None,None,None,None
52011192,8.80,4.50,8.80,9.00,3.50,5.00
52011193,None,None,None,None,None,None
52011194,3.20,None,4.80,4.75,None,None
52011195,5.80,5.75,5.20,None,None,None
52011196,7.60,4.00,6.80,6.75,5.00,3.25
52011197,7.60,5.75,6.20,7.25,7.75,3.75
52011198,8.40,7.00,8.80,6.50,4.75,4.50
52011199,7.20,6.75,9.40,None,None,None
52011200,8.40,6.50,7.20,7.50,5.75,4.00
52011201,7.60,5.75,6.20,4.50,3.75,4.50
52011202,7.40,5.75,6.60,5.25,8.75,6.50
52011203,7.60,5.25,8.40,7.25,4.25,4.00
52011204,6.80,None,None,5.00,6.75,None
52011205,4.00,5.75,None,None,None,None
52011206,8.80,8.75,8.20,None,None,None
52011207,8.20,4.25,8.60,7.00,4.25,3.00
52011208,5.80,6.00,None,4.75,4.50,4.25
52011209,6.80,5.00,9.00,None,None,None
52011210,7.00,6.50,None,None,None,None
52011211,2.40,4.50,None,None,None,None
52011212,None,8.50,None,None,None,None
52011213,8.60,8.50,8.40,None,None,None
52011214,5.40,3.50,None,None,None,None
52011215,6.00,6.00,None,None,None,None
52011216,3.40,5.00,None,None,None,None
52011217,7.60,6.50,9.20,7.75,6.75,3.00
52011218,8.00,5.00,8.20,6.50,6.00,4.75
52011219,None,5.75,None,None,None,None
52011220,5.40,5.75,None,None,None,None
52011221,4.40,7.25,2.80,None,None,None
52011222,5.40,5.50,4.40,None,None,None
52011223,8.20,5.25,6.60,7.25,8.25,4.00
52011224,8.20,6.75,4.40,7.50,8.25,4.00
52011225,None,6.75,None,None,None,None
52011226,None,6.50,None,None,None,None
52011227,5.80,3.25,None,None,None,None
52011228,7.80,6.50,None,6.75,5.25,4.00
52011229,8.40,7.50,8.60,7.50,6.50,4.50
52011230,6.00,5.25,None,None,None,None
52011231,6.40,4.00,5.80,None,None,None
52011232,4.20,5.75,None,None,None,None
52011233,8.00,6.25,7.20,None,None,None
52011234,8.00,7.00,6.00,None,None,None
52011235,5.40,6.00,None,None,None,None
52011236,8.40,4.25,8.20,8.50,5.00,2.75
52011237,5.40,6.00,5.00,None,None,None
52011238,7.60,5.75,5.60,6.75,7.50,3.00
52011239,4.00,2.75,None,None,None,None
52011240,7.00,6.00,7.20,5.00,4.50,3.00
52011241,7.80,7.00,5.60,None,None,None
52011242,5.20,7.00,4.60,None,None,None
52011243,7.60,6.25,6.20,5.75,5.25,3.25
52011244,5.20,4.00,None,None,None,None
52011245,4.60,5.50,None,None,None,None
52011246,8.60,6.00,9.20,8.50,6.50,7.00
52011247,5.60,6.25,4.20,6.00,3.25,3.00
52011248,4.20,7.25,3.60,None,None,None
52011249,7.80,6.00,7.60,7.25,7.00,3.00
52011250,4.80,4.00,None,None,None,None
52011251,7.40,5.50,6.40,7.25,7.00,4.00
52011252,8.20,5.00,7.60,7.25,5.75,3.25
52011253,4.00,5.25,4.20,None,None,None
52011254,7.80,7.25,7.20,7.25,7.50,2.75
52011255,8.00,4.75,6.60,8.25,5.50,4.00
52011256,7.40,6.00,6.40,None,None,None
52011257,5.20,None,4.80,3.25,None,None
52011258,7.20,5.50,9.20,None,None,None
52011259,3.00,5.00,None,None,None,None
52011260,5.60,4.50,None,None,None,None
52011261,None,4.75,None,None,None,None
52011262,6.20,6.00,8.40,6.75,3.75,3.25
52011263,6.40,5.75,None,None,None,None
52011264,7.40,5.25,6.60,8.25,6.75,3.25
52011265,6.20,5.00,4.20,6.25,4.75,3.75
52011266,1.80,6.00,None,None,None,None
52011267,7.20,6.75,5.00,None,None,None
52011268,8.00,5.75,8.80,7.00,7.50,4.50
52011269,4.20,5.50,None,None,None,None
52011270,7.20,7.75,8.00,7.25,5.75,4.75
52011271,8.00,6.50,7.40,8.00,7.00,4.25
52011272,4.00,None,None,4.00,4.00,None
52011273,4.00,1.50,None,None,None,None
52011274,4.60,5.00,None,None,None,None
52011275,7.80,7.00,5.60,8.00,7.75,4.25
52011276,4.20,4.75,None,None,None,None
52011277,4.60,4.50,None,None,None,None
52011278,2.60,5.25,None,None,None,None
52011279,4.60,5.75,2.80,None,None,None
52011280,6.80,5.50,None,None,None,None
52011281,7.80,6.25,7.20,5.50,3.75,3.00
52011282,7.20,6.25,3.40,6.75,5.00,2.75
52011283,8.60,6.00,7.20,7.00,7.25,4.25
52011284,2.60,2.00,3.20,None,None,None
52011285,8.80,6.25,9.40,7.75,8.00,7.75
52011286,5.80,4.25,None,None,None,None
52011287,7.00,5.50,7.20,6.00,4.75,4.00
52011288,6.60,6.50,4.80,5.50,5.25,3.25
52011289,8.80,5.50,9.60,6.75,5.00,5.75
52011290,8.40,3.75,7.80,4.50,8.25,3.50
52011291,8.00,7.50,5.20,None,None,None
52011292,2.60,2.50,None,None,None,None
52011293,6.00,6.00,9.00,None,None,None
52011294,8.20,8.00,7.20,8.25,5.50,4.25
52011295,8.60,7.50,9.80,None,None,None
52011296,7.20,6.00,6.20,7.50,4.25,2.50
52011297,3.20,4.00,None,None,None,None
52011298,7.20,6.25,6.80,5.50,4.25,3.75
52011299,4.20,None,None,4.50,4.75,None
52011300,8.80,6.50,5.40,8.00,7.75,4.50
52011301,None,None,None,None,None,None
52011302,8.00,6.75,6.00,7.00,4.50,4.75
52011303,8.00,6.25,5.80,7.50,7.75,5.75
52011304,8.00,5.50,7.00,6.75,6.25,5.00
52011305,7.80,7.75,7.80,None,None,None
52011306,7.40,7.00,5.60,None,None,None
52011307,3.00,4.25,None,None,None,None
52011308,6.40,3.50,None,None,None,None
52011309,7.80,6.75,8.40,6.75,4.75,6.00
52011310,7.00,7.00,6.80,None,None,None
52011311,7.80,7.25,8.60,5.75,7.50,4.25
52011312,8.00,5.25,4.60,6.25,7.25,4.75
52011313,6.20,6.00,6.80,6.25,3.50,3.25
52011314,6.40,6.00,5.80,5.50,4.75,4.00
52011315,4.00,3.75,None,None,None,None
52011316,4.20,5.25,7.60,5.75,3.25,2.75
52011317,7.80,6.00,4.60,7.25,8.50,2.25
52011318,None,3.00,None,None,None,None
52011319,8.00,5.00,6.40,6.25,3.75,3.25
52011320,8.40,5.25,8.40,7.25,8.75,9.00
52011321,6.60,5.00,6.60,5.50,4.25,3.75
52011322,7.20,7.25,8.20,None,None,None
52011323,8.60,6.50,6.40,5.75,6.75,4.50
52011324,7.60,9.00,8.40,None,None,None
52011325,7.20,7.00,6.20,7.75,7.75,4.00
52011326,8.20,7.25,9.00,None,None,None
52011327,5.20,4.75,None,None,None,None
52011328,8.20,5.25,5.20,6.50,4.00,5.00
52011329,8.20,6.75,None,4.50,4.25,5.25
52011330,7.80,5.00,7.20,7.00,3.75,4.00
52011331,4.20,5.50,None,None,None,None
52011332,8.00,7.75,6.20,None,None,None
52011333,7.80,6.50,5.00,7.50,5.25,3.50
52011334,None,5.00,None,None,None,None
52011335,7.60,6.50,6.40,5.75,6.00,4.25
52011336,8.00,5.25,7.80,6.00,4.50,3.25
52011337,7.20,6.75,4.80,5.25,3.00,4.75
52011338,7.80,6.50,6.80,6.25,4.50,3.00
52011339,7.40,7.00,4.20,5.00,7.25,7.25
52011340,3.60,3.00,None,None,None,None
52011341,4.40,3.00,None,None,None,None
52011342,8.20,7.25,4.80,5.50,4.75,4.50
52011343,8.20,7.25,7.20,7.75,4.25,2.50
52011344,8.20,7.25,8.60,6.50,8.75,3.75
52011345,7.00,6.00,4.20,7.75,7.00,3.00
52011346,7.80,9.00,9.00,None,None,None
52011347,8.20,7.25,7.00,7.50,8.50,5.25
52011348,8.00,7.50,8.80,None,None,None
52011349,6.00,7.75,6.80,None,None,None
52011350,8.40,6.75,5.40,6.50,8.50,3.25
52011351,7.60,7.25,7.00,7.25,7.50,4.75
52011352,5.80,4.75,None,None,None,None
52011353,4.60,4.00,None,None,None,None
52011354,8.20,6.50,7.00,5.25,8.50,8.00
52011355,7.40,None,None,7.00,4.25,None
52011356,3.80,4.50,None,None,None,None
52011357,8.60,6.25,5.20,8.25,9.00,4.50
52011358,6.60,5.25,4.60,7.50,3.75,3.00
52011359,6.40,6.25,None,None,None,None
52011360,7.80,4.75,None,None,None,None
52011361,5.40,7.33,5.60,6.00,2.75,3.00
52011362,7.20,7.25,8.00,7.00,5.50,5.25
52011363,5.20,7.08,4.40,None,None,None
